age,education,workclass,occupation,marital-status,gender,native-country,hours-per-week,salary
41,Bachelors,Private,Support,Married,Male,USA,21,40470
23,Masters,Govt,Management,Divorced,Male,India,53,45550
42,HS-grad,Self-employed,IT,Married,Male,USA,21,38050
49,PhD,Self-employed,Sales,Single,Male,USA,27,69390
30,PhD,Govt,IT,Married,Male,USA,36,57600
44,Masters,Private,Management,Single,Female,India,31,60830
65,Masters,Self-employed,IT,Married,Male,Canada,25,73030
33,Masters,Govt,Management,Married,Female,USA,34,52400
19,PhD,Govt,IT,Single,Female,Canada,33,47550
23,Masters,Self-employed,Management,Single,Female,Canada,59,45850
36,Bachelors,Govt,IT,Divorced,Male,India,44,44359
60,Bachelors,Govt,Sales,Married,Male,USA,24,52719
48,HS-grad,Self-employed,Management,Single,Female,Canada,41,45250
45,Bachelors,Govt,IT,Divorced,Male,Canada,45,49990
22,Masters,Self-employed,Management,Single,Male,India,54,44820
20,HS-grad,Govt,Support,Married,Female,USA,20,22840
47,HS-grad,Private,IT,Divorced,Male,Others,47,41850
23,Masters,Self-employed,Support,Single,Male,Others,20,37300
42,Bachelors,Self-employed,IT,Divorced,Female,USA,20,46880
25,PhD,Private,Management,Divorced,Female,Canada,57,56430
43,Bachelors,Govt,Support,Divorced,Male,Canada,49,42950
58,HS-grad,Govt,Support,Single,Male,India,50,40300
43,Bachelors,Govt,Management,Married,Female,India,54,52200
38,Bachelors,Self-employed,Sales,Divorced,Male,Canada,24,40400
48,Bachelors,Govt,Management,Single,Female,Others,36,54600
23,HS-grad,Self-employed,Sales,Divorced,Male,India,49,26650
19,HS-grad,Self-employed,IT,Single,Male,USA,45,27750
49,Masters,Private,Sales,Married,Female,USA,35,56830
50,PhD,Private,Sales,Divorced,Male,Others,36,70680
42,PhD,Private,Support,Married,Male,Canada,20,61680
22,PhD,Private,Management,Single,Female,USA,46,53060
35,Bachelors,Self-employed,Support,Divorced,Male,Canada,54,38880
29,Masters,Govt,Management,Divorced,Female,Canada,43,49730
57,HS-grad,Govt,Sales,Married,Male,USA,31,40710
38,PhD,Self-employed,IT,Divorced,Male,India,58,65900
20,Masters,Govt,IT,Divorced,Female,Canada,35,40230
18,HS-grad,Self-employed,Sales,Single,Male,Canada,26,23300
39,PhD,Govt,Support,Single,Female,Others,55,60970
19,Bachelors,Self-employed,Sales,Married,Male,India,40,30560
46,HS-grad,Govt,Management,Married,Male,Others,54,44820
37,HS-grad,Self-employed,IT,Divorced,Female,USA,39,36450
29,Masters,Private,Management,Married,Male,India,22,48680
37,PhD,Private,Management,Married,Female,USA,54,67560
31,HS-grad,Govt,Sales,Divorced,Female,Canada,57,30570
23,Bachelors,Govt,Sales,Divorced,Female,USA,32,32400
40,PhD,Private,Sales,Divorced,Male,USA,32,62080
49,Masters,Private,IT,Single,Female,Others,37,61790
56,Masters,Govt,Management,Married,Male,USA,52,71240
43,PhD,Private,Support,Single,Female,India,33,63150
48,Bachelors,Govt,Support,Single,Female,India,31,44750
40,Masters,Self-employed,IT,Divorced,Female,Others,42,55380
65,HS-grad,Private,Management,Divorced,Female,USA,49,54830
29,PhD,Self-employed,IT,Divorced,Female,Canada,43,57050
32,Masters,Govt,Support,Single,Female,India,51,44790
62,Bachelors,Govt,Support,Single,Female,USA,21,51810
33,HS-grad,Govt,Management,Married,Male,USA,43,37250
36,Masters,Govt,IT,Single,Female,Others,21,51369
38,Bachelors,Private,Management,Married,Female,Others,54,48900
35,PhD,Self-employed,Management,Married,Female,India,33,64630
28,PhD,Self-employed,Management,Married,Female,USA,59,59350
27,PhD,Private,IT,Single,Male,India,51,55650
43,PhD,Self-employed,Sales,Divorced,Female,USA,54,65700
65,Bachelors,Govt,IT,Divorced,Male,Others,38,62040
56,HS-grad,Govt,Sales,Divorced,Female,USA,57,41570
48,Masters,Govt,IT,Single,Male,Canada,49,61650
51,HS-grad,Govt,Support,Single,Male,USA,44,37060
62,Masters,Private,Sales,Married,Female,USA,30,65420
32,Masters,Self-employed,Support,Divorced,Male,Others,37,44090
28,PhD,Private,Support,Single,Female,Others,45,51450
18,PhD,Private,Support,Single,Male,Canada,20,42000
35,Bachelors,Govt,Support,Divorced,Female,Canada,56,38980
47,PhD,Self-employed,Support,Single,Male,USA,60,67780
56,Bachelors,Private,Management,Divorced,Female,Others,43,60230
20,PhD,Self-employed,Sales,Married,Male,Others,51,46230
26,HS-grad,Govt,IT,Married,Female,India,28,30399
64,HS-grad,Govt,Management,Married,Female,Canada,44,54040
45,Masters,Govt,Sales,Divorced,Male,USA,37,54210
58,Masters,Self-employed,Management,Married,Male,USA,25,71450
53,HS-grad,Private,IT,Single,Male,Canada,23,43650
42,Bachelors,Private,IT,Married,Male,India,37,47730
30,HS-grad,Private,Management,Married,Male,Canada,24,34680
32,PhD,Govt,Management,Single,Female,Others,52,62760
58,HS-grad,Govt,Support,Single,Female,Others,49,40250
58,HS-grad,Private,Management,Divorced,Male,India,54,51300
36,Bachelors,Self-employed,IT,Single,Female,India,24,43359
35,Bachelors,Private,Management,Married,Female,Others,39,46170
31,Masters,Private,Sales,Single,Female,USA,54,45540
19,Masters,Private,Support,Divorced,Female,India,36,35460
48,Bachelors,Self-employed,IT,Single,Female,India,51,52150
37,Masters,Private,IT,Married,Female,India,43,53209
34,PhD,Self-employed,Management,Married,Female,USA,57,64890
38,Masters,Private,Sales,Divorced,Male,India,35,49350
33,HS-grad,Private,IT,Divorced,Male,USA,56,35300
31,Bachelors,Govt,IT,Married,Female,Others,50,41560
34,HS-grad,Self-employed,IT,Married,Female,India,29,34450
41,HS-grad,Govt,Management,Single,Female,India,22,40520
63,Masters,Govt,Sales,Married,Male,India,25,65850
56,PhD,Govt,IT,Single,Male,India,29,80650
48,HS-grad,Self-employed,IT,Married,Female,Others,37,41850
22,HS-grad,Govt,Support,Single,Male,Others,37,24530
59,HS-grad,Govt,Sales,Divorced,Female,Others,53,42690
48,HS-grad,Self-employed,Management,Divorced,Female,USA,60,46200
52,HS-grad,Govt,Sales,Single,Female,India,56,39760
21,PhD,Govt,IT,Divorced,Male,India,45,49950
62,PhD,Self-employed,Support,Divorced,Female,Others,53,79730
47,Masters,Govt,IT,Divorced,Female,Canada,31,60010
33,Bachelors,Self-employed,Sales,Married,Female,Canada,48,38800
46,PhD,Private,IT,Divorced,Male,Canada,40,72200
56,Bachelors,Private,Support,Single,Male,India,37,49370
64,Bachelors,Govt,Sales,Divorced,Male,Others,28,55160
61,Bachelors,Self-employed,Management,Divorced,Female,Others,59,64329
38,PhD,Govt,Support,Divorced,Female,Canada,23,58549
25,Masters,Self-employed,Sales,Divorced,Female,India,41,40810
51,Masters,Govt,Support,Single,Female,India,57,57630
31,Masters,Private,Management,Divorced,Male,Canada,52,51740
35,Masters,Private,Sales,Married,Female,USA,22,46660
21,PhD,Govt,Sales,Divorced,Female,USA,53,47170
26,Bachelors,Self-employed,IT,Married,Male,USA,49,38410
45,PhD,Self-employed,Sales,Divorced,Male,India,49,67130
56,HS-grad,Self-employed,Sales,Married,Female,India,43,40870
30,Masters,Private,IT,Single,Male,USA,36,47680
59,Masters,Private,Sales,Married,Female,Canada,31,63430
22,HS-grad,Govt,Support,Married,Female,USA,25,23930
28,Bachelors,Private,Sales,Single,Female,Canada,29,35050
30,PhD,Self-employed,Support,Single,Female,India,54,53540
38,PhD,Private,Management,Married,Male,Canada,21,66850
60,Masters,Govt,Sales,Married,Female,Others,58,65459
24,PhD,Govt,Sales,Married,Male,Canada,51,49590
63,PhD,Govt,Management,Married,Female,India,39,91250
36,Masters,Govt,Support,Single,Male,India,37,46729
48,Masters,Private,Sales,Married,Male,India,22,55500
38,PhD,Govt,IT,Single,Male,Canada,38,64899
25,Bachelors,Govt,Management,Divorced,Male,India,53,40270
63,Bachelors,Govt,Support,Divorced,Female,USA,45,53550
43,Bachelors,Govt,Sales,Married,Male,Canada,55,44750
48,Bachelors,Govt,Sales,Married,Female,USA,45,47050
49,Bachelors,Self-employed,Support,Single,Male,Others,58,46640
61,Masters,Private,Management,Single,Female,USA,23,73690
24,Bachelors,Self-employed,Support,Single,Male,India,37,32090
35,Masters,Private,Support,Single,Male,USA,43,46370
44,PhD,Govt,IT,Single,Female,Others,48,70800
54,Masters,Self-employed,Sales,Single,Male,Others,48,60880
38,Bachelors,Govt,Sales,Single,Female,India,40,41200
51,Bachelors,Private,Sales,Married,Male,India,34,48180
56,Bachelors,Private,Management,Divorced,Female,USA,36,59880
61,Bachelors,Self-employed,Support,Divorced,Female,Canada,31,51770
23,PhD,Govt,Sales,Single,Female,Others,22,47300
39,Bachelors,Self-employed,IT,Married,Female,Canada,59,46970
18,PhD,Private,Support,Single,Female,Canada,22,42100
47,HS-grad,Govt,Management,Single,Male,Canada,53,45310
19,Bachelors,Private,Support,Single,Male,India,29,28990
20,Masters,Self-employed,Sales,Single,Male,Others,40,37360
45,PhD,Govt,IT,Married,Female,India,51,71850
28,Masters,Private,Sales,Single,Male,India,56,43600
49,Bachelors,Govt,Support,Married,Female,Others,38,45640
32,HS-grad,Govt,IT,Married,Female,Canada,29,33450
30,PhD,Self-employed,Sales,Married,Female,Others,28,53480
65,Masters,Self-employed,Sales,Single,Male,USA,45,68210
52,HS-grad,Self-employed,Management,Single,Male,Others,29,46810
65,Bachelors,Govt,Support,Married,Female,India,25,53630
61,Masters,Private,IT,Married,Male,Canada,44,71020
61,Masters,Govt,IT,Single,Female,USA,30,70320
61,Bachelors,Govt,IT,Divorced,Female,Canada,33,59309
48,Masters,Private,Sales,Married,Male,India,52,57000
38,Bachelors,Self-employed,IT,Single,Male,India,45,45650
39,HS-grad,Govt,IT,Married,Female,Canada,43,37650
21,Masters,Private,Management,Married,Male,Canada,42,43440
47,Masters,Self-employed,Support,Divorced,Male,Others,48,54540
51,PhD,Govt,Sales,Married,Male,Canada,46,72020
39,Bachelors,Self-employed,Management,Single,Male,India,27,48210
25,Masters,Govt,Sales,Married,Female,USA,35,40510
30,PhD,Private,Support,Divorced,Female,USA,43,52990
53,Bachelors,Govt,IT,Single,Female,Others,24,53900
23,Masters,Govt,IT,Married,Male,Others,31,42250
43,Masters,Self-employed,IT,Single,Female,USA,47,57850
19,HS-grad,Self-employed,Sales,Single,Male,USA,50,24940
18,PhD,Govt,Management,Divorced,Male,USA,53,49650
51,HS-grad,Private,Support,Divorced,Male,India,26,36160
18,Bachelors,Private,IT,Single,Male,USA,58,33900
45,Bachelors,Private,Support,Single,Male,Canada,26,42880
45,HS-grad,Self-employed,Sales,Married,Female,Others,22,34980
23,Bachelors,Self-employed,IT,Single,Female,Others,41,36150
35,Bachelors,Self-employed,Support,Single,Female,Others,28,37580
63,Bachelors,Self-employed,Sales,Single,Female,USA,37,55050
20,HS-grad,Self-employed,Management,Single,Female,India,48,30480
23,Masters,Private,IT,Married,Female,India,56,43500
52,PhD,Self-employed,Support,Divorced,Male,Canada,30,70380
18,PhD,Private,IT,Divorced,Male,Others,33,46650
61,PhD,Self-employed,IT,Single,Female,Canada,59,86650
53,Masters,Govt,Support,Divorced,Female,Canada,31,57650
56,HS-grad,Govt,Sales,Single,Female,Others,51,41270
32,PhD,Self-employed,Management,Married,Male,USA,39,62110
31,HS-grad,Private,Support,Divorced,Female,India,22,27560
32,Bachelors,Self-employed,Support,Single,Female,Canada,42,36660
59,Masters,Private,Support,Single,Male,Canada,24,61260
54,Masters,Private,IT,Single,Female,Canada,45,65890
21,Bachelors,Private,Management,Divorced,Female,Canada,39,36930
43,PhD,Private,Management,Divorced,Female,USA,31,72050
54,PhD,Private,IT,Married,Male,Others,46,79700
42,Masters,Self-employed,Management,Married,Male,USA,33,59370
40,Masters,Self-employed,Support,Married,Male,USA,20,48520
40,PhD,Govt,Sales,Married,Female,Canada,22,61580
64,HS-grad,Private,Support,Single,Female,India,27,41670
52,Bachelors,Self-employed,Management,Divorced,Male,Canada,32,57040
55,HS-grad,Self-employed,Management,Divorced,Male,USA,26,48280
40,HS-grad,Self-employed,Sales,Single,Female,Others,55,34430
61,Bachelors,Private,Support,Divorced,Male,Canada,22,51320
50,Masters,Self-employed,IT,Married,Male,Others,30,62180
62,PhD,Private,Sales,Married,Male,USA,58,81860
65,Masters,Private,Support,Divorced,Female,Canada,48,66420
44,Bachelors,Private,Sales,Divorced,Female,Canada,54,45260
45,Masters,Govt,IT,Single,Female,USA,34,58680
56,PhD,Govt,Management,Single,Female,Canada,49,85170
37,PhD,Private,Management,Married,Female,India,57,67710
20,HS-grad,Govt,Management,Married,Male,Others,33,29730
33,HS-grad,Govt,IT,Divorced,Male,India,28,33900
53,Bachelors,Self-employed,Support,Single,Female,USA,53,48550
62,PhD,Govt,Sales,Divorced,Male,USA,31,80510
46,PhD,Private,Management,Married,Female,Canada,48,75720
52,HS-grad,Self-employed,IT,Single,Male,India,54,44700
45,Bachelors,Govt,Support,Single,Female,Others,56,44380
25,Bachelors,Private,IT,Married,Female,Canada,44,37540
24,HS-grad,Govt,Sales,Single,Male,USA,47,26990
21,Bachelors,Self-employed,Management,Single,Female,India,42,37080
44,PhD,Self-employed,IT,Single,Male,Canada,27,69750
18,HS-grad,Private,Support,Divorced,Male,Others,49,23450
55,PhD,Private,Management,Divorced,Male,Others,37,83630
47,PhD,Self-employed,Support,Divorced,Female,India,49,67230
52,PhD,Private,Sales,Divorced,Male,USA,60,73560
42,HS-grad,Govt,Management,Single,Male,Others,33,41610
40,Bachelors,Self-employed,IT,Divorced,Female,India,30,46140
43,Bachelors,Govt,Sales,Divorced,Female,USA,34,43700
34,HS-grad,Govt,IT,Married,Male,India,30,34500
54,HS-grad,Self-employed,IT,Divorced,Male,India,20,44000
44,Bachelors,Private,Support,Single,Male,India,30,42540
28,HS-grad,Private,Management,Single,Male,Canada,55,35150
62,Bachelors,Self-employed,Support,Single,Male,India,42,52860
42,Masters,Private,Sales,Divorced,Female,Canada,57,53170
36,Bachelors,Govt,IT,Married,Female,USA,30,43659
26,Masters,Private,Sales,Divorced,Male,Others,22,40540
58,Masters,Govt,Management,Married,Male,Canada,49,72650
43,HS-grad,Private,Support,Single,Female,Others,35,33250
43,HS-grad,Govt,Management,Married,Female,Others,31,42050
63,Masters,Self-employed,Support,Single,Female,India,57,65550
41,Masters,Private,IT,Married,Male,USA,41,56070
39,PhD,Govt,Sales,Married,Female,India,52,62240
35,HS-grad,Self-employed,Sales,Married,Female,India,48,31880
49,Masters,Self-employed,Sales,Married,Male,Others,22,56180
50,HS-grad,Private,IT,Divorced,Female,Canada,31,42550
63,HS-grad,Private,IT,Divorced,Female,Canada,49,49950
54,Masters,Self-employed,IT,Married,Male,Canada,46,65940
28,PhD,Govt,Support,Single,Male,Canada,52,51800
46,Bachelors,Self-employed,Support,Single,Female,Others,40,44120
38,Masters,Self-employed,Sales,Married,Male,USA,34,49300
61,Bachelors,Govt,Management,Divorced,Female,Canada,33,63029
28,HS-grad,Private,IT,Divorced,Male,Others,23,31150
63,HS-grad,Govt,Sales,Divorced,Male,Canada,23,42950
21,PhD,Self-employed,IT,Married,Male,Canada,24,48900
34,Masters,Self-employed,Management,Divorced,Female,USA,49,53930
24,HS-grad,Private,IT,Married,Female,India,52,30600
32,PhD,Govt,Support,Married,Male,India,43,54630
37,HS-grad,Govt,Sales,Divorced,Male,India,32,31959
43,PhD,Private,Sales,Single,Male,USA,42,65100
24,Bachelors,Self-employed,Management,Married,Female,Canada,32,38560
19,Bachelors,Self-employed,IT,Divorced,Male,India,49,34070
63,Bachelors,Self-employed,Sales,Divorced,Female,Canada,50,55700
49,PhD,Private,IT,Single,Female,India,60,75900
31,PhD,Self-employed,Support,Married,Male,India,22,52760
44,PhD,Govt,Management,Single,Female,India,55,74190
27,Bachelors,Self-employed,Sales,Divorced,Male,Canada,33,34690
40,HS-grad,Self-employed,IT,Divorced,Female,USA,41,38050
57,HS-grad,Govt,Management,Divorced,Female,Canada,60,51060
53,PhD,Self-employed,IT,Married,Female,India,48,78900
25,Masters,Self-employed,Support,Single,Female,Canada,36,39420
31,PhD,Private,Sales,Married,Male,Canada,33,54570
57,Masters,Self-employed,Sales,Married,Male,India,39,62470
51,PhD,Private,Management,Divorced,Female,USA,38,79920
64,HS-grad,Govt,Sales,Single,Female,Others,31,43790
37,PhD,Govt,Sales,Married,Female,Others,40,59959
60,PhD,Govt,Management,Married,Male,India,24,87680
54,HS-grad,Govt,Sales,Single,Male,Others,42,39940
50,HS-grad,Self-employed,Sales,Married,Female,India,29,37530
48,PhD,Private,Sales,Divorced,Male,Canada,40,69200
18,Bachelors,Private,Support,Single,Female,Canada,41,29050
40,PhD,Govt,Support,Married,Female,Canada,48,61440
48,Masters,Self-employed,Support,Married,Male,Others,56,55600
21,HS-grad,Govt,Sales,Single,Male,USA,24,24520
43,HS-grad,Self-employed,Sales,Single,Female,USA,42,35100
36,Masters,Private,IT,Married,Male,Others,35,52069
41,PhD,Private,Management,Divorced,Male,Canada,34,70320
29,PhD,Self-employed,IT,Divorced,Male,Canada,47,57250
45,PhD,Govt,Support,Married,Male,India,53,65790
47,Bachelors,Govt,Support,Divorced,Male,India,39,44610
23,Masters,Govt,Support,Single,Male,USA,20,37300
49,HS-grad,Self-employed,Support,Divorced,Male,Others,24,35220
19,Masters,Self-employed,Management,Married,Male,India,49,42230
50,Masters,Govt,Sales,Single,Male,Canada,36,57560
53,PhD,Private,Management,Divorced,Female,India,44,82100
50,Bachelors,Self-employed,Management,Married,Female,India,43,56270
52,Bachelors,Private,Sales,Single,Female,India,26,48340
56,Masters,Self-employed,Sales,Married,Female,Canada,33,61490
63,Bachelors,Self-employed,Support,Married,Female,USA,59,54250
19,Bachelors,Self-employed,Sales,Married,Female,Others,26,29860
54,Bachelors,Self-employed,IT,Married,Female,USA,34,55020
54,HS-grad,Govt,Sales,Married,Male,Others,37,39690
32,Masters,Private,Sales,Married,Male,Canada,52,46120
37,PhD,Govt,Support,Married,Female,Canada,29,58029
18,Masters,Private,IT,Married,Male,USA,46,39300
25,PhD,Private,Sales,Divorced,Male,Others,41,49930
32,Bachelors,Private,IT,Married,Female,Others,47,42030
21,PhD,Private,Management,Married,Male,India,38,51720
45,Masters,Private,Management,Married,Male,India,31,61610
43,Bachelors,Self-employed,Support,Single,Male,Others,23,41650
51,Masters,Private,Sales,Married,Male,Others,30,57940
37,HS-grad,Self-employed,IT,Married,Male,Others,30,36000
43,Masters,Private,Support,Single,Female,USA,56,52300
56,Bachelors,Self-employed,IT,Divorced,Female,Canada,29,56010
37,HS-grad,Govt,Management,Single,Male,India,47,39610
28,Masters,Self-employed,IT,Divorced,Female,Others,21,45450
64,Masters,Govt,Support,Divorced,Female,Canada,38,65260
24,Bachelors,Self-employed,IT,Married,Male,Others,41,36770
38,Masters,Private,Management,Divorced,Male,Others,40,56600
49,Masters,Private,IT,Married,Male,USA,46,62240
41,HS-grad,Private,Management,Single,Male,India,55,42170
60,HS-grad,Govt,IT,Divorced,Male,Canada,32,47600
35,HS-grad,Private,Management,Married,Female,India,44,38380
30,HS-grad,Self-employed,Support,Married,Female,Canada,27,27390
28,Masters,Self-employed,Management,Single,Male,Canada,20,47800
18,HS-grad,Self-employed,IT,Single,Male,Canada,47,27350
18,Bachelors,Self-employed,Sales,Married,Female,Canada,21,29050
49,HS-grad,Self-employed,Support,Single,Male,India,53,36670
54,Masters,Self-employed,Management,Married,Male,USA,37,68930
20,Masters,Self-employed,Sales,Single,Male,USA,46,37660
23,Masters,Govt,Sales,Married,Male,Canada,49,39850
63,PhD,Private,IT,Single,Female,USA,44,87700
19,Bachelors,Self-employed,Sales,Divorced,Female,India,34,30260
23,PhD,Private,IT,Married,Female,India,47,51850
39,Masters,Private,IT,Divorced,Female,Canada,24,53740
60,Masters,Govt,Management,Married,Female,India,22,72860
42,HS-grad,Govt,Sales,Divorced,Female,Canada,46,34860
63,Bachelors,Self-employed,Support,Divorced,Female,Canada,25,52550
38,Bachelors,Govt,Support,Married,Female,USA,43,39950
54,Bachelors,Private,IT,Married,Male,Canada,39,55270
41,Bachelors,Govt,Sales,Married,Male,Canada,42,42980
44,HS-grad,Govt,Sales,Married,Female,Canada,30,34940
64,Masters,Govt,IT,Divorced,Female,Others,48,73440
54,Masters,Self-employed,Management,Married,Male,Others,48,69480
64,HS-grad,Self-employed,IT,Single,Male,Canada,50,50500
42,PhD,Govt,Sales,Single,Female,Others,25,63410
39,PhD,Self-employed,Sales,Married,Female,India,30,61140
44,PhD,Private,Management,Single,Female,India,47,73790
35,PhD,Private,Support,Married,Male,Others,50,57440
54,Masters,Private,Sales,Married,Male,Others,46,60780
20,PhD,Govt,Support,Divorced,Male,Canada,46,44940
36,Bachelors,Self-employed,Sales,Married,Female,Canada,32,39680
49,HS-grad,Govt,Support,Married,Female,India,24,35220
22,HS-grad,Govt,IT,Married,Male,Others,44,29200
27,PhD,Self-employed,Management,Divorced,Female,Others,56,58260
64,HS-grad,Self-employed,Management,Divorced,Male,Canada,27,53190
42,Bachelors,Govt,Support,Divorced,Male,Others,23,41110
19,Masters,Private,Support,Divorced,Male,Others,59,36610
48,Bachelors,Govt,IT,Married,Female,Others,26,50900
36,PhD,Govt,IT,Single,Female,Others,46,63499
20,HS-grad,Self-employed,Sales,Married,Female,India,49,25330
37,Masters,Self-employed,Sales,Divorced,Female,USA,48,49320
45,PhD,Govt,IT,Divorced,Male,Canada,51,71850
21,HS-grad,Private,Sales,Married,Female,Canada,55,26070
64,PhD,Govt,Management,Divorced,Male,India,42,92340
50,PhD,Govt,Sales,Divorced,Male,India,20,69880
55,Masters,Self-employed,Support,Single,Male,Canada,21,58470
42,Bachelors,Govt,Management,Married,Male,Canada,33,50490
56,HS-grad,Govt,Support,Divorced,Female,USA,43,39110
46,Masters,Private,Management,Married,Female,Others,22,61940
43,Bachelors,Govt,IT,Single,Male,USA,51,49050
40,Bachelors,Govt,Support,Divorced,Female,Others,45,41130
39,HS-grad,Private,IT,Single,Female,Canada,24,36700
51,Bachelors,Self-employed,Management,Single,Male,USA,39,56730
21,PhD,Govt,Sales,Married,Female,Others,24,45720
47,Masters,Govt,Sales,Married,Male,Canada,56,56520
58,HS-grad,Private,Support,Married,Female,Others,40,39800
53,Bachelors,Govt,Management,Divorced,Female,Others,21,57150
24,Masters,Self-employed,Management,Single,Male,Others,39,45630
27,PhD,Govt,Support,Single,Female,USA,41,50430
55,Masters,Private,IT,Divorced,Male,Canada,26,65680
18,HS-grad,Private,Management,Single,Male,Canada,31,28550
59,Bachelors,Govt,Sales,Single,Male,USA,21,52010
25,Masters,Govt,Sales,Single,Male,Others,50,41260
44,Bachelors,Self-employed,Management,Married,Female,India,30,51660
59,PhD,Self-employed,IT,Married,Female,Canada,46,84200
35,Bachelors,Self-employed,Support,Single,Male,India,52,38780
27,HS-grad,Self-employed,Management,Single,Female,Canada,54,34560
41,Bachelors,Govt,IT,Single,Female,Canada,50,47760
39,HS-grad,Private,Sales,Married,Male,USA,60,34240
64,Masters,Self-employed,IT,Married,Male,USA,59,73990
18,Masters,Private,IT,Single,Male,Canada,50,39500
64,Masters,Govt,Support,Single,Male,India,30,64860
33,PhD,Self-employed,Support,Divorced,Female,Others,43,55450
34,PhD,Private,Sales,Single,Male,Others,38,57340
21,Masters,Private,IT,Married,Female,USA,50,41720
20,Masters,Private,Management,Divorced,Male,Others,32,42160
21,HS-grad,Govt,Sales,Single,Female,Others,20,24320
45,Bachelors,Govt,Management,Single,Female,India,31,52370
33,HS-grad,Self-employed,Sales,Single,Male,Others,52,31200
65,Masters,Self-employed,Support,Single,Male,Canada,51,66570
61,PhD,Self-employed,Sales,Single,Male,Canada,37,79970
53,Masters,Private,Support,Married,Female,USA,33,57750
24,Bachelors,Govt,Support,Married,Male,Canada,22,31340
53,Masters,Private,Sales,Single,Female,India,50,60300
19,HS-grad,Self-employed,Sales,Divorced,Female,Others,59,25390
34,Bachelors,Private,Management,Single,Female,Canada,21,44610
18,HS-grad,Self-employed,Sales,Married,Female,USA,22,23100
47,PhD,Self-employed,Management,Single,Female,India,49,76710
51,PhD,Self-employed,Support,Married,Male,Others,59,71010
55,HS-grad,Self-employed,Management,Divorced,Female,Canada,51,49530
24,Bachelors,Private,Management,Divorced,Female,USA,38,38860
38,PhD,Govt,IT,Single,Female,India,43,65149
20,Masters,Self-employed,IT,Married,Male,USA,60,41480
44,HS-grad,Private,Support,Married,Male,Canada,42,34020
24,HS-grad,Self-employed,Support,Divorced,Female,USA,38,25420
63,HS-grad,Private,Support,Married,Female,India,47,42250
34,Bachelors,Private,IT,Divorced,Male,India,48,43320
25,Bachelors,Self-employed,IT,Single,Male,Others,37,37190
19,PhD,Self-employed,Support,Married,Male,Others,43,43970
22,HS-grad,Self-employed,Sales,Divorced,Male,Canada,49,26210
25,HS-grad,Self-employed,Support,Single,Female,USA,21,24990
23,PhD,Govt,Management,Single,Female,India,44,53900
21,PhD,Govt,Sales,Single,Female,Others,36,46320
19,HS-grad,Self-employed,Support,Married,Male,USA,49,23870
63,Masters,Self-employed,IT,Married,Female,Others,32,71900
64,Masters,Govt,Management,Divorced,Male,Others,40,76880
24,Bachelors,Self-employed,IT,Married,Male,India,27,36070
36,HS-grad,Private,IT,Divorced,Male,Canada,51,36550
59,Bachelors,Govt,Support,Single,Female,USA,36,50940
37,HS-grad,Govt,Sales,Married,Male,USA,27,31709
47,Masters,Self-employed,IT,Divorced,Male,Others,27,59810
24,Bachelors,Govt,Support,Single,Female,USA,45,32490
42,Bachelors,Self-employed,Support,Single,Male,Others,28,41360
39,Bachelors,Self-employed,Support,Single,Male,India,56,41140
32,HS-grad,Private,Sales,Divorced,Female,Others,28,29560
34,Masters,Private,Support,Single,Male,Canada,29,45010
40,Masters,Govt,Support,Married,Male,USA,50,50020
49,HS-grad,Self-employed,IT,Married,Female,Others,55,43250
29,HS-grad,Self-employed,Sales,Single,Female,India,47,29190
34,HS-grad,Private,Management,Divorced,Male,Canada,43,37790
38,Bachelors,Self-employed,Sales,Married,Male,USA,49,41650
28,Bachelors,Private,IT,Married,Male,India,24,38400
61,HS-grad,Self-employed,Support,Single,Male,Others,46,41360
47,PhD,Private,Sales,Divorced,Male,India,20,67360
27,HS-grad,Govt,IT,Married,Male,Others,36,31300
49,Bachelors,Self-employed,Management,Single,Male,Canada,44,55660
47,HS-grad,Private,Sales,Divorced,Male,USA,41,36810
22,Bachelors,Private,Management,Single,Male,Others,49,38090
48,Masters,Self-employed,Sales,Married,Female,Canada,54,57100
33,Masters,Private,Support,Single,Male,India,47,45250
29,Bachelors,Govt,Sales,Divorced,Female,Others,55,36910
61,PhD,Self-employed,Support,Single,Male,Others,37,78110
46,PhD,Govt,Management,Single,Female,Others,45,75570
58,Masters,Private,Management,Single,Female,India,27,71550
65,Masters,Self-employed,Sales,Divorced,Male,India,20,66960
48,Bachelors,Govt,Support,Divorced,Male,USA,20,44200
31,Bachelors,Self-employed,Support,Married,Male,Others,50,36520
38,HS-grad,Private,IT,Single,Female,Canada,23,36150
64,Bachelors,Private,Management,Divorced,Female,India,38,65260
31,Masters,Private,Management,Married,Female,Canada,53,51790
55,HS-grad,Govt,Management,Single,Female,USA,42,49080
55,Masters,Govt,Support,Divorced,Female,Canada,37,59270
35,Masters,Govt,Sales,Married,Male,Others,20,46560
59,Bachelors,Govt,Management,Divorced,Female,Others,29,61510
33,Bachelors,Self-employed,Sales,Married,Male,Canada,25,37650
53,Masters,Govt,Sales,Married,Female,India,26,59100
27,Bachelors,Self-employed,Sales,Divorced,Female,Others,26,34340
29,Masters,Govt,Management,Divorced,Female,Others,31,49130
40,HS-grad,Govt,Management,Divorced,Female,India,36,40680
48,Masters,Govt,Management,Divorced,Male,Canada,59,65350
19,HS-grad,Private,Sales,Divorced,Female,India,30,23940
32,HS-grad,Private,Support,Divorced,Female,USA,60,29880
